Register,Docker,applicationType,authenticationType,hibernateCache,clusteredHttpSession,websocket,databaseType,devDatabaseType,prodDatabaseType,buildTool,searchEngine,enableSocialSignIn,useSass,enableTranslation,testFrameworks,Generate,Compile,Build
1735,true,"""gateway""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1748,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1750,true,"""monolith""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",true,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1752,true,"""monolith""","""session""","""ehcache""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",true,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1757,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1759,true,"""gateway""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1764,true,"""monolith""","""jwt""","""ehcache""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",true,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1765,true,"""monolith""","""session""","""no""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",true,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1766,true,"""monolith""","""session""","""no""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1767,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",true,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1768,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1773,true,"""monolith""","""session""","""ehcache""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1774,true,"""gateway""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""no""",false,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1776,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1778,true,"""gateway""","""jwt""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1781,true,"""monolith""","""oauth2""","""no""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1782,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1788,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",true,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1792,true,"""monolith""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",true,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1797,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",true,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1798,true,"""gateway""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1800,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1804,true,"""monolith""","""jwt""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",true,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1806,true,"""monolith""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1807,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",true,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1808,true,"""monolith""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1809,true,"""monolith""","""session""","""no""","""hazelcast""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",true,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1817,true,"""gateway""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""no""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1821,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1824,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1826,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",true,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1829,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1835,true,"""monolith""","""session""","""no""","""hazelcast""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1840,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",true,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1844,true,"""monolith""","""oauth2""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1848,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",true,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1849,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",true,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1851,true,"""monolith""","""jwt""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1852,true,"""monolith""","""oauth2""","""ehcache""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1858,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",true,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1863,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1864,true,"""monolith""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1867,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1868,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",true,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1870,true,"""monolith""","""oauth2""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1871,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",true,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1872,true,"""monolith""","""oauth2""","""hazelcast""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1873,true,"""gateway""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""mariadb""","""mariadb""","""maven""","""no""",false,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1879,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1883,true,"""monolith""","""session""","""no""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1885,true,"""monolith""","""jwt""","""ehcache""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",true,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1886,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1888,true,"""monolith""","""oauth2""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1889,true,"""monolith""","""session""","""no""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1892,true,"""gateway""","""jwt""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1893,true,"""monolith""","""session""","""ehcache""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",true,true,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1894,true,"""uaa""","""uaa""","""no""",ND,ND,"""sql""","""mysql""","""mysql""","""maven""","""no""",ND,ND,false,"[""cucumber"",""gatling""]",OK,OK,OK
1897,true,"""monolith""","""oauth2""","""no""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1899,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1902,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",true,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1915,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1916,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",true,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1919,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1930,true,"""monolith""","""oauth2""","""no""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1931,true,"""gateway""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1935,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",true,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1939,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",true,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1942,true,"""gateway""","""jwt""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1945,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1950,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",true,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1956,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1961,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",true,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1962,true,"""monolith""","""oauth2""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1967,true,"""monolith""","""jwt""","""no""","""no""","""no""","""mongodb""","""mongodb""","""mongodb""","""maven""","""no""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1968,true,"""gateway""","""jwt""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1970,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",true,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1971,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1972,true,"""gateway""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
